codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose_unica
280160,Cedro de São João,5913,140,291,399,2445,939,60,2320,900,168,0,0,117,309,373,0,0,9,7,0,2,19,397,129,0,0,0,16,0,0,172,0,0,0,189,199,147,6,0,59,0,131,0,0,141,306,249,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
280170,Cristinápolis,18029,202,496,876,5671,2207,165,4755,1999,364,0,0,293,493,799,0,0,12,7,1,5,69,855,273,0,0,0,24,28,6,271,0,0,0,335,385,346,23,2,134,0,306,0,0,270,490,753,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
280190,Cumbe,3998,94,198,262,1815,844,45,1753,724,83,0,0,98,199,250,0,191,8,0,1,0,35,136,70,0,0,0,7,10,14,122,0,0,2,155,160,151,15,1,27,0,77,0,0,96,198,146,0,151,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
280200,Divina Pastora,5215,69,155,317,1728,600,50,1734,523,174,0,0,78,150,241,0,0,13,1,0,2,35,179,160,0,0,0,36,6,10,93,0,0,9,143,166,178,21,4,3,0,117,0,0,70,148,142,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
280210,Estância,69556,1093,2308,4544,26151,9708,2500,24665,9961,2164,33,0,1289,2074,4145,1,261,300,28,73,224,106,3915,950,118,228,0,0,466,169,642,118,3,45,1282,1468,1996,39,19,580,0,1691,33,0,1277,1969,2003,0,206,59,24,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509
280220,Feira Nova,5601,100,217,383,2038,723,55,1849,634,87,0,0,108,210,348,0,0,8,2,1,4,40,224,116,0,0,0,15,0,52,132,0,0,8,162,171,88,21,2,0,0,78,0,0,107,208,182,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
280230,Frei Paulo,15556,294,608,994,6592,2105,150,6085,1612,253,0,0,307,596,1018,0,183,14,3,3,7,160,636,263,0,0,0,61,11,101,479,0,0,292,425,560,486,57,20,404,247,207,0,0,293,293,507,0,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
280240,Gararu,11601,203,448,701,4158,1528,120,4111,1326,171,4,0,257,520,737,0,0,15,6,0,0,9,252,230,0,0,0,17,14,6,428,0,0,50,463,458,344,19,6,0,0,133,4,0,248,508,307,0,0,11,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
280250,General Maynard,3384,47,109,207,1214,462,35,1235,376,132,0,0,53,106,211,0,0,26,2,1,1,59,157,77,0,0,0,35,0,9,85,0,0,0,113,107,45,10,6,0,0,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2318,943,65,2396,880,144,0,0,172,286,480,1,0,14,5,0,4,78,450,103,0,0,0,24,3,10,141,0,0,1,180,166,16,36,11,0,0,105,0,0,172,284,238,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
280270,Ilha das Flores,8521,170,275,452,3158,1282,80,2817,990,156,0,0,189,280,528,0,321,13,5,1,5,70,329,185,0,0,0,13,5,5,199,0,0,0,198,195,77,20,8,0,0,110,0,0,177,268,186,0,225,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
280280,Indiaroba,18149,221,453,850,5360,1792,145,4949,1525,281,0,0,290,452,791,0,132,55,11,3,1,45,442,379,4,0,0,28,5,1,436,0,0,5,465,462,503,30,8,50,9,228,0,0,235,424,348,0,122,30,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
280290,Itabaiana,96142,1449,3289,6024,37239,12091,2400,37639,11854,3213,246,0,1955,3433,6290,20,0,242,67,5,24,138,4728,1171,0,9,0,257,76,1964,2648,766,0,1113,2666,1855,1965,317,54,0,0,1987,156,0,1711,3353,2063,0,0,120,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417
280300,Itabaianinha,42166,630,1353,2494,15008,4471,370,13582,3786,835,0,0,697,1429,2270,0,0,68,20,4,5,290,2520,625,0,0,0,18,71,156,660,6,0,1130,801,803,978,148,36,618,0,557,0,0,628,1350,1205,0,0,9,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
280310,Itabi,4886,115,264,446,2189,813,55,2092,727,132,0,0,105,286,409,0,0,8,4,1,1,65,286,119,0,0,0,0,0,9,158,0,0,2,165,186,78,19,4,0,0,92,0,0,106,280,186,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
280320,Itaporanga d'Ajuda,34709,482,1079,1790,11685,4176,330,10591,3463,721,0,0,477,1391,1791,0,0,60,18,5,20,193,2086,552,0,0,0,30,51,53,563,0,0,435,754,824,238,78,21,102,157,584,0,0,498,1174,941,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
280330,Japaratuba,18907,302,670,1215,6970,2790,175,6682,2153,350,0,0,298,706,1097,0,335,35,9,1,13,117,668,369,0,0,0,74,3,21,524,2,0,73,496,575,665,59,17,245,0,264,0,0,294,653,413,0,303,0,7,0,7,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,175
280340,Japoatã,13429,208,477,734,5139,2245,135,4808,1294,251,0,0,258,501,801,0,533,27,13,1,7,116,545,239,0,0,0,33,1,1,360,0,0,130,366,308,250,12,0,1,1,215,0,0,171,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
280350,Lagarto,105221,1941,4108,7217,47612,17390,2500,42768,14564,4342,48,0,2045,4185,6997,9,661,191,73,9,32,744,4449,1850,0,0,0,106,196,918,2851,226,0,428,3421,3742,2528,313,59,3024,0,3132,46,0,1846,3820,2700,0,478,22,49,2,12,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345
280360,Laranjeiras,30080,269,727,1448,14844,5995,490,11490,3561,620,0,0,295,717,1285,0,2029,105,25,2,8,78,1596,545,0,0,0,39,40,62,490,0,1,745,640,735,859,58,19,875,515,434,0,0,263,715,916,0,716,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
280370,Macambira,6961,178,337,535,2816,1055,70,2920,1013,133,0,0,186,320,514,0,0,11,5,1,7,25,528,118,0,0,0,13,29,32,284,0,0,107,214,208,108,0,7,0,0,99,0,0,254,328,214,0,0,10,4,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
280380,Malhada dos Bois,3699,55,111,180,1333,597,40,1258,451,107,0,0,76,125,215,0,0,18,6,0,0,16,247,92,0,0,0,2,0,7,132,0,0,6,131,7,1,0,0,0,0,97,0,0,62,124,84,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
280390,Malhador,12653,203,468,914,4605,1546,120,4543,1286,187,0,0,222,497,845,0,0,13,10,1,6,74,461,271,0,0,0,32,69,188,339,0,0,0,420,448,287,42,12,0,0,138,0,0,220,453,330,0,0,10,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
280400,Maruim,17271,179,453,898,5257,1811,165,5013,1390,304,0,0,242,534,1021,1,0,54,4,4,8,151,698,277,0,0,0,46,30,15,434,0,0,181,441,359,30,61,19,0,0,255,0,0,222,491,289,0,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
280410,Moita Bonita,11348,318,611,904,4923,2155,125,4926,1669,190,0,0,323,609,890,0,0,11,10,1,4,154,858,178,0,0,0,31,13,233,240,0,0,3,305,386,424,47,16,137,1,156,0,0,322,582,592,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,4659,1778,135,4129,1588,216,0,0,210,446,787,0,0,13,6,6,8,49,191,279,0,0,0,44,10,22,376,0,0,0,437,460,466,58,6,0,0,184,0,0,209,435,597,0,0,4,3,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
280430,Muribeca,7639,120,263,500,2802,1161,75,2803,931,161,0,0,131,287,518,0,0,13,3,0,9,3,551,148,0,0,0,12,10,22,141,0,0,76,206,244,165,25,3,12,5,99,0,0,130,281,330,0,0,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
280440,Neópolis,18703,361,698,1274,7510,2706,175,6298,2008,446,0,0,410,692,1193,0,0,37,11,6,13,25,801,326,0,0,0,17,1,13,449,0,3,566,470,478,255,25,6,51,25,396,0,0,308,598,618,0,0,27,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,55
280445,Nossa Senhora Aparecida,8809,170,416,645,3864,1514,95,3843,1446,148,0,0,222,446,652,0,126,8,5,0,0,98,298,174,0,0,0,19,16,73,256,0,0,183,354,350,302,0,3,54,0,138,0,0,217,441,395,0,126,7,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
280450,Nossa Senhora da Glória,37324,525,1255,2188,14129,4461,1000,11978,4210,1010,20,0,692,1374,1970,0,0,70,10,5,13,350,1214,628,18,229,0,71,6,181,880,134,0,75,1417,435,380,164,36,0,0,797,19,0,656,1374,702,0,0,52,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
280460,Nossa Senhora das Dores,26795,473,1011,1821,10004,3549,245,8821,2729,688,0,0,547,1066,1757,12,0,66,24,18,69,82,1548,496,0,0,0,172,16,160,614,0,0,1,672,614,169,22,8,0,0,525,0,0,503,956,699,0,0,30,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2498,1011,60,2402,770,157,0,0,132,303,462,0,0,16,3,0,1,60,303,164,0,0,0,19,2,12,213,0,0,7,257,175,85,26,5,0,0,114,0,0,120,282,243,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,60182,17505,4100,57096,17227,2791,36,0,1481,3881,8733,0,2,397,86,19,22,477,9499,2434,64,462,0,548,73,390,4395,0,0,1490,5375,5696,4208,296,66,1742,0,2028,36,0,1347,3560,5884,0,0,112,60,8,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4175
280490,Pacatuba,14540,230,455,822,4483,1559,130,4386,1378,232,0,0,229,461,803,0,0,8,12,4,9,218,1042,273,0,1,0,16,0,9,212,0,0,54,303,252,54,73,24,0,0,175,0,0,225,437,425,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
280500,Pedra Mole,3285,65,121,245,1238,439,40,1211,392,91,0,0,68,146,220,0,0,9,1,0,0,47,299,60,0,0,0,7,1,1,60,0,0,2,67,54,19,15,2,0,0,53,0,0,68,139,78,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
280510,Pedrinhas,9665,156,335,604,3240,1213,90,3087,979,190,0,0,232,399,549,0,0,22,11,0,3,39,404,155,0,0,0,14,22,16,175,0,0,26,288,283,241,15,3,1,0,131,0,0,180,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2569,1051,65,2533,976,114,0,0,127,319,481,0,0,10,7,0,5,49,115,116,0,0,0,14,16,17,210,0,0,30,316,238,251,19,6,80,0,84,0,0,125,315,361,0,0,9,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
280530,Pirambu,9359,130,267,522,3479,1356,80,3248,858,169,0,0,157,267,510,2,302,27,3,0,0,28,589,100,0,0,0,60,60,5,265,76,0,0,202,199,181,36,0,0,0,155,0,0,152,252,259,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
280540,Poço Redondo,35122,399,1056,1672,10204,3946,280,9592,3458,492,0,0,535,1112,1389,0,327,48,19,18,22,64,2157,415,0,0,0,21,19,97,553,0,0,2,549,662,777,174,8,82,9,378,0,0,475,1156,1276,0,0,11,10,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
280550,Poço Verde,23867,576,1241,1828,10074,4111,210,9654,3399,425,0,0,549,1120,1796,0,140,16,9,3,10,344,796,386,0,0,0,42,63,32,754,7,0,507,850,814,744,68,16,169,2,392,0,0,515,1121,1069,0,126,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
280560,Porto da Folha,28693,477,1002,1660,10145,4017,265,10248,3391,515,0,278,502,1062,1667,2,408,48,11,2,6,191,807,535,0,0,0,26,20,4,826,5,0,1,985,1025,886,146,20,5,0,402,0,276,494,1020,903,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
280570,Propriá,29692,524,990,1914,12178,3903,255,11904,3479,1133,21,0,583,1004,1791,0,14,157,22,2,23,68,1834,491,0,0,0,51,23,96,748,209,0,586,869,900,932,81,8,895,0,973,21,0,518,970,667,0,0,58,9,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
280580,Riachão do Dantas,19809,386,781,1181,7078,2953,185,6860,2552,376,0,0,469,876,1208,0,249,25,4,2,6,166,1278,256,0,0,0,27,39,14,315,0,0,17,603,499,193,39,14,0,0,301,0,0,397,845,595,0,219,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
280590,Riachuelo,10284,116,275,517,3938,1380,100,3685,1050,268,0,0,133,254,524,0,171,17,8,0,3,8,328,176,0,0,0,41,7,5,234,0,0,557,275,265,287,15,9,152,0,203,0,0,125,241,361,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
280600,Ribeirópolis,18773,438,892,1340,7361,2783,200,7583,2517,447,49,0,414,843,1264,0,0,37,15,4,2,156,1047,362,0,0,0,37,71,195,554,0,0,236,555,635,408,48,7,0,0,349,49,0,411,839,639,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
280610,Rosário do Catete,11008,97,240,544,4790,1154,105,3953,988,320,0,0,131,340,459,0,0,49,12,0,2,36,618,133,0,0,0,95,1,1,296,0,0,561,160,315,292,27,9,170,6,268,0,0,123,288,201,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
280620,Salgado,20025,352,780,1250,7771,2587,200,7430,2296,324,0,0,411,842,1281,0,0,13,12,1,1,201,910,405,0,0,0,28,30,62,615,0,0,123,766,726,413,54,22,0,0,266,0,0,406,839,577,0,0,7,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
280630,Santa Luzia do Itanhy,14121,156,374,758,6396,4116,120,5399,985,195,0,0,187,393,763,0,1912,11,12,1,1,74,404,202,0,0,0,6,0,1,231,0,0,0,218,265,456,6,5,442,278,151,0,0,184,306,141,0,127,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
280650,Santa Rosa de Lima,3923,88,163,403,1523,607,35,1507,550,105,0,0,93,175,243,0,0,18,3,0,0,13,164,134,0,0,0,27,4,23,106,0,0,2,117,101,126,17,2,6,0,95,0,0,91,171,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
280640,Santana do São Francisco,7844,111,218,472,2281,712,85,727,2147,150,0,0,236,128,3,0,0,7,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,138,260,375,0,0,7,3,1,2,61,380,128,0,0,0,16,10,0,157,0,0,0,214,175,34,40,8,0,0,82
280660,Santo Amaro das Brotas,12151,205,399,774,3993,1844,125,3901,1595,184,0,0,236,422,800,0,0,27,13,0,1,61,673,188,0,0,0,20,38,1,243,0,0,22,277,364,213,13,5,0,0,170,0,0,235,420,639,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
280670,São Cristóvão,91093,989,2400,5663,38333,8992,2385,35251,8836,1602,27,0,1091,2238,5142,3,30,250,51,14,38,449,5350,1758,76,2674,0,109,392,143,1860,1619,0,486,2571,2844,2213,292,68,1244,0,1199,26,0,958,2162,2543,0,27,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861
