codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9
280230,Frei Paulo,15556,294,608,994,1825,1195,1799,645,207,0,0,305,576,531,0,180,0,173,0,0,278,194,0,0,0,0
280240,Gararu,11601,203,448,701,1183,823,1095,426,140,0,0,257,508,190,0,0,0,114,0,0,233,79,0,0,0,0
280250,General Maynard,3384,47,109,207,363,233,345,143,98,0,0,53,104,90,0,0,0,87,0,0,18,38,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,793,553,655,223,88,0,0,166,260,141,0,0,0,72,0,0,144,7,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1161,471,939,189,112,0,0,186,258,118,0,265,0,87,0,0,64,38,0,0,0,0
280280,Indiaroba,18149,221,453,850,1502,812,1139,318,210,0,0,274,433,222,0,0,0,168,0,0,89,61,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,10407,7442,9897,3559,2030,148,0,1907,3307,2505,0,0,0,1099,148,0,1561,751,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,3651,2331,3301,751,545,0,0,669,1187,900,0,0,0,288,0,0,212,251,0,0,0,0
280310,Itabi,4886,115,264,446,702,493,571,303,91,0,0,102,270,108,0,0,0,84,0,0,101,118,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,3026,1936,2711,795,507,0,0,458,1198,548,0,0,0,464,0,0,205,126,0,0,0,0
280330,Japaratuba,18907,302,670,1215,2479,1359,1533,654,261,0,0,299,619,242,0,112,0,246,0,0,233,175,0,0,0,0
280340,Japoatã,13429,208,477,734,2004,814,1698,276,207,0,0,256,488,252,0,495,0,164,0,0,62,50,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,14670,8696,12538,3035,3326,48,0,2001,4021,2586,0,556,0,1541,45,0,717,732,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,5295,1445,2665,609,431,0,0,294,695,493,0,752,0,395,0,0,100,114,0,0,0,0
280370,Macambira,6961,178,337,535,904,634,888,310,89,0,0,188,446,165,0,0,0,70,0,0,121,119,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,377,257,297,87,98,0,0,74,124,1,0,0,0,81,0,0,6,0,0,0,0,0
280390,Malhador,12653,203,468,914,1231,831,989,446,135,0,0,218,446,190,0,0,0,120,0,0,211,115,0,0,0,0
280400,Maruim,17271,179,453,898,1371,981,1228,524,252,0,0,254,511,211,0,0,0,238,0,0,144,142,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1585,1145,1399,554,130,0,0,320,588,361,0,0,0,127,0,0,314,113,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1234,854,1204,506,184,0,0,210,415,395,0,0,0,151,0,0,198,157,0,0,0,0
280430,Muribeca,7639,120,263,500,751,451,687,199,99,0,0,124,274,190,0,0,0,88,0,0,52,59,0,0,0,0
280440,Neópolis,18703,361,698,1274,2115,1315,1795,367,379,0,0,342,632,442,0,0,0,261,0,0,58,48,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1270,810,1149,343,138,0,0,216,447,258,0,90,0,130,0,0,209,4,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,3591,2468,3206,1207,766,20,0,680,1292,448,0,0,0,428,19,0,544,216,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2898,2088,2386,1055,447,0,0,582,811,546,0,0,0,387,0,0,580,88,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,768,478,653,227,113,0,0,157,266,117,0,0,0,107,0,0,71,49,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,12945,8784,12087,3225,2180,36,0,1455,3691,4725,0,0,0,1056,36,0,1197,936,0,0,0,0
280490,Pacatuba,14540,230,455,822,1259,739,1082,300,173,0,0,227,443,239,0,0,0,138,0,0,62,100,0,0,0,0
280500,Pedra Mole,3285,65,121,245,369,249,316,153,60,0,0,66,136,54,0,0,0,52,0,0,63,38,0,0,0,0
280510,Pedrinhas,9665,156,335,604,893,533,766,185,114,0,0,179,326,147,0,0,0,89,0,0,38,58,0,0,0,0
280520,Pinhão,6627,134,336,524,841,581,767,306,80,0,0,126,311,250,0,0,0,77,0,0,119,110,0,0,0,0
280530,Pirambu,9359,130,267,522,1145,685,983,317,156,0,0,157,255,217,0,198,0,151,0,0,138,28,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3376,2206,2869,902,391,0,0,477,1044,797,0,160,0,245,0,0,412,245,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3291,1851,2635,678,370,0,0,537,1037,560,0,131,0,305,0,0,147,226,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3086,2227,3016,1289,391,0,260,492,1000,544,0,329,0,340,0,260,471,218,0,0,0,0
280570,Propriá,29692,524,990,1914,3159,2020,2908,839,913,21,0,575,829,560,0,0,10,397,21,0,175,246,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2533,1413,2227,620,300,0,0,464,844,393,0,226,0,296,0,0,178,146,0,0,0,0
280590,Riachuelo,10284,116,275,517,1155,634,1004,321,202,0,0,132,246,266,0,158,0,197,0,0,64,60,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2383,1763,2066,900,364,48,0,439,821,394,0,0,0,282,48,0,386,184,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,924,694,792,410,254,0,0,130,281,127,0,0,0,254,0,0,119,37,0,0,0,0
280620,Salgado,20025,352,780,1250,2117,1517,1856,887,265,0,0,407,801,383,0,0,0,228,0,0,355,304,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,3875,655,1358,274,158,0,0,179,380,206,0,435,0,136,0,0,50,88,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,592,352,565,231,99,0,0,136,251,79,0,0,0,91,0,0,45,95,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,512,323,455,154,95,0,0,93,175,92,0,0,0,90,0,0,23,41,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1173,823,1179,354,165,0,0,233,403,378,0,0,0,152,0,0,200,2,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,7462,4395,6348,1251,1224,26,0,1054,2050,1964,0,30,0,587,25,0,298,341,0,0,0,0
280680,São Domingos,11207,218,488,817,1276,866,1082,398,156,0,0,191,471,264,0,0,0,114,0,0,191,93,0,0,0,0
280690,São Francisco,3781,64,138,246,408,238,304,102,70,0,0,61,69,104,0,0,0,60,0,0,16,26,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,499,369,450,219,89,0,0,93,182,86,0,0,0,89,0,0,93,37,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5050,2980,4358,1002,728,12,0,1109,1751,654,0,104,0,368,12,0,342,280,0,0,0,0
280720,Siriri,8970,154,316,533,1053,653,834,362,138,0,0,159,288,249,0,0,0,121,0,0,151,90,0,0,0,0
280730,Telha,3249,49,100,178,359,229,309,128,82,0,0,59,101,67,0,0,0,78,0,0,26,24,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,6037,3743,5439,1312,956,33,0,1281,1994,1175,0,0,0,509,33,0,382,388,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1216,726,1044,272,161,0,0,203,419,261,0,0,0,124,0,0,108,40,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2218,1408,1888,418,363,0,0,360,657,508,0,0,0,355,0,0,63,0,0,0,0,0
