codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549
280170,Cristinápolis,18029,202,496,876,3992,2037,3033,1597,340,0,0,293,491,779,0,0,12,6,1,2,55,787,189,0,0,0,14,19,2,43,0,0,0,0,0,304,0,0,188,462,632,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,1397,534,1098,505,82,0,0,98,198,248,0,189,8,0,1,0,29,124,63,0,0,0,6,8,7,37,0,0,0,0,0,70,0,0,84,198,145,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1314,500,1106,441,140,0,0,78,150,245,0,0,13,1,0,2,34,161,155,0,0,0,29,8,4,80,0,0,0,6,0,116,0,0,32,146,137,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,19295,8448,16376,5563,2113,33,0,1280,2056,4144,1,261,292,28,34,93,99,3699,918,101,205,0,0,416,54,434,112,3,0,0,0,1449,33,0,1218,1777,797,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,1442,623,1196,559,83,0,0,108,210,341,0,0,8,2,0,1,37,197,106,0,0,0,15,0,34,51,0,0,3,0,0,78,0,0,106,207,160,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,4009,1675,4097,1582,237,0,0,307,595,1007,0,183,14,3,3,7,152,605,258,0,0,0,58,10,89,390,0,0,0,179,0,207,0,0,293,574,499,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,2900,1368,2105,1188,148,4,0,257,516,701,0,0,15,6,0,0,7,188,202,0,0,0,8,2,0,51,0,0,0,0,0,132,4,0,248,505,283,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,887,391,938,376,111,0,0,52,106,210,0,0,26,2,0,0,59,150,76,0,0,0,33,0,0,80,0,0,0,33,0,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,1741,823,1480,792,122,0,0,172,286,474,0,0,13,5,0,3,47,339,19,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,172,280,236,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2358,792,1935,725,135,0,0,188,277,510,0,313,13,5,1,3,52,282,141,0,0,0,0,5,1,9,0,0,0,0,0,110,0,0,155,266,185,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,3658,1452,2763,1214,252,0,0,286,450,758,0,117,52,10,0,0,0,301,360,3,0,0,28,1,1,144,0,0,0,0,0,227,0,0,193,418,338,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,25132,9951,25713,7637,3053,227,0,1954,3425,6234,20,0,239,66,5,18,131,4445,1099,0,0,0,241,70,1756,1982,747,0,0,1,0,1926,156,0,1681,2881,830,0,0,118,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,9811,3851,9997,3711,806,0,0,696,1419,2217,0,0,68,20,4,5,245,2421,558,0,0,0,18,66,122,373,1,0,741,217,0,541,0,0,609,1342,1195,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1632,703,1357,669,107,0,0,105,284,400,0,0,6,4,0,0,57,264,91,0,0,0,0,2,4,33,0,0,0,0,0,91,0,0,106,280,185,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,7541,3716,7116,3207,685,0,0,476,1389,1764,0,0,58,18,5,10,129,1808,484,0,0,0,24,45,31,126,0,0,59,5,0,584,0,0,476,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,5193,2250,4573,1927,312,0,0,298,705,1085,0,317,35,9,1,13,106,647,350,0,0,0,72,0,6,381,0,0,63,173,0,264,0,0,294,653,409,0,301,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,3916,1395,2954,1161,220,0,0,257,499,772,0,524,27,13,0,0,92,437,93,0,0,0,20,0,0,0,0,0,0,0,0,209,0,0,107,467,361,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,32198,13240,27257,10722,4074,48,0,2030,4163,6836,9,661,183,69,8,19,634,4091,1617,0,0,0,103,161,721,1462,223,0,145,0,0,3043,46,0,1511,3751,2310,0,0,18,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,8996,2515,7839,2192,607,0,0,295,713,1252,0,1995,104,23,2,8,64,1457,530,0,0,0,0,34,8,230,0,0,261,256,0,432,0,0,197,706,837,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,1980,935,1810,905,108,0,0,186,319,510,0,0,11,5,1,5,20,407,93,0,0,0,13,20,20,92,0,0,0,0,0,99,0,0,254,328,212,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,856,547,867,367,107,0,0,76,125,212,0,0,18,6,0,0,9,229,84,0,0,0,1,0,0,0,0,0,0,0,0,97,0,0,60,124,73,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,3295,1316,2813,1157,158,0,0,222,496,826,0,0,11,10,1,4,66,423,261,0,0,0,31,40,154,110,0,0,0,0,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,3488,1561,3105,1280,276,0,0,242,531,997,1,0,52,4,1,5,133,595,266,0,0,0,0,1,1,0,0,0,0,0,0,253,0,0,222,489,284,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,3523,1945,3608,1634,186,0,0,323,607,887,0,0,11,10,1,4,154,852,176,0,0,0,30,11,159,195,0,0,0,2,0,131,0,0,322,582,582,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3134,1578,2753,1343,213,0,0,112,439,769,0,0,12,5,4,0,33,274,247,0,0,0,39,0,0,202,0,0,0,202,202,186,0,0,110,433,600,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1916,1021,1739,822,119,0,0,127,284,506,0,0,13,3,0,1,3,520,82,0,0,0,8,6,4,50,0,0,3,1,9,99,0,0,119,269,321,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,5109,2366,3654,1775,433,0,0,408,682,1136,0,0,36,11,0,0,8,598,268,0,0,0,0,0,2,72,0,0,0,0,0,395,0,0,215,568,566,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2604,1364,2556,1329,145,0,0,220,446,646,0,126,8,5,0,0,85,285,161,0,0,0,18,14,49,210,0,0,0,138,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,9464,3881,7351,2964,869,20,0,689,1343,1869,0,0,70,10,1,7,267,996,609,17,218,0,60,0,0,306,0,0,0,0,0,752,19,0,649,1222,266,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,6959,3079,5595,2597,646,0,0,546,1053,1717,0,0,63,24,7,49,44,875,407,0,0,0,155,1,8,0,0,0,0,0,0,523,0,0,407,926,699,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1868,891,1694,747,146,0,0,132,303,457,0,0,14,3,0,0,57,280,162,0,0,0,16,0,8,108,0,0,0,8,0,114,0,0,115,281,227,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,39052,15885,33592,12774,2709,36,0,1477,3862,8586,0,2,452,82,17,17,407,9025,2151,64,443,0,450,7,235,3148,0,0,0,422,0,1872,36,0,1340,3538,5818,0,0,111,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3204,1349,3154,1264,201,0,0,229,455,800,0,0,8,12,4,9,175,974,194,0,0,0,0,0,7,75,0,0,0,11,0,175,0,0,211,436,423,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,896,379,898,344,75,0,0,68,146,216,0,0,7,1,0,0,44,267,55,0,0,0,0,1,1,17,0,0,0,0,0,53,0,0,68,139,78,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2269,1053,1782,859,158,0,0,188,398,540,0,0,12,9,0,2,11,359,104,0,0,0,0,1,0,0,0,0,0,0,0,131,0,0,60,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,1875,931,1745,883,96,0,0,127,319,480,0,0,10,7,0,3,47,108,104,0,0,0,14,16,11,194,0,0,0,209,0,84,0,0,125,315,345,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,2571,986,2629,843,167,0,0,157,264,516,0,302,27,3,0,30,20,527,217,0,0,0,60,37,6,296,0,0,0,0,0,155,0,0,152,252,259,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,7638,3126,6860,3283,451,0,0,535,1108,1358,0,316,37,18,10,3,48,2022,370,0,0,0,16,2,46,343,0,0,2,166,9,375,0,0,475,1135,1268,0,0,11,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,7005,3541,6134,1949,402,0,0,546,1112,1779,0,140,16,9,0,1,310,706,362,0,0,0,32,48,19,478,6,0,0,168,0,391,0,0,437,115,994,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,7406,3237,7171,3090,477,0,260,501,1057,1640,2,408,48,11,1,6,167,781,507,0,0,0,16,16,2,698,5,0,0,568,0,401,0,260,494,1020,889,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,8221,3343,7809,2722,1111,21,0,580,999,1755,0,14,156,21,2,18,48,1571,470,0,0,0,49,8,23,516,193,0,105,149,0,895,21,0,456,932,353,0,0,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,5167,2313,4746,2074,324,0,0,466,874,1187,0,231,25,5,0,5,135,1182,227,0,0,0,23,29,0,32,0,0,1,0,0,301,0,0,336,845,582,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,2431,1000,2018,921,229,0,0,133,253,509,0,171,17,7,0,2,4,291,176,0,0,0,40,3,0,77,0,0,0,106,0,203,0,0,122,240,336,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,5258,2443,5346,2305,411,49,0,414,841,1247,0,0,37,15,1,0,149,1003,343,0,0,0,35,55,111,411,0,0,224,0,0,348,49,0,410,839,630,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,2455,984,2282,891,310,0,0,130,335,453,0,0,47,10,0,3,29,572,131,0,0,0,30,0,0,201,0,0,0,31,0,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,5322,2277,5022,2100,301,0,0,411,841,1267,0,0,13,11,1,0,166,907,371,0,0,0,26,26,59,392,0,0,17,212,1,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5270,1016,4106,731,193,0,0,158,393,735,0,1898,11,11,1,1,72,389,193,0,0,0,5,0,0,46,0,0,0,0,0,150,0,0,128,292,139,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1238,547,1047,515,104,0,0,93,175,241,0,0,18,3,0,0,12,140,128,0,0,0,4,3,7,60,0,0,0,59,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1517,612,1508,571,126,0,0,137,259,363,0,0,7,3,1,2,51,353,102,0,0,0,10,10,0,84,0,0,0,0,0,97,0,0,101,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2770,1654,2686,1404,179,0,0,236,421,790,0,0,27,10,0,0,0,614,177,0,0,0,17,30,0,185,0,0,0,0,0,169,0,0,230,392,582,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,27122,7432,19575,6665,1514,27,0,1078,2217,5063,2,30,250,49,8,13,321,4884,1223,75,867,0,96,91,0,868,678,0,0,221,0,1167,26,0,737,2151,2526,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,2945,1347,2731,1259,198,0,0,192,480,764,0,0,19,15,1,0,169,340,218,0,0,0,24,24,86,196,4,0,0,1,0,152,0,0,191,476,419,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,931,419,784,410,105,0,0,62,114,247,0,0,11,1,0,1,19,157,62,0,0,0,0,4,1,0,0,0,0,0,0,75,0,0,47,114,162,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1176,599,994,513,91,0,0,95,184,290,0,0,15,2,0,0,38,162,50,0,0,0,23,2,0,42,0,0,0,0,0,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,11323,5390,10761,4532,938,12,0,1141,1852,2625,0,254,91,23,4,12,137,920,674,0,0,0,65,68,124,917,0,0,782,122,0,769,12,0,803,1669,1226,0,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2292,973,1922,915,171,0,0,162,305,477,0,168,10,1,0,2,63,277,163,0,0,0,26,2,10,82,0,0,1,2,0,135,0,0,157,298,313,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,822,369,843,367,93,0,0,59,102,183,0,0,12,4,0,0,11,291,58,0,0,0,11,0,3,14,0,0,2,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,15263,6538,13572,5892,1564,33,0,1316,2106,3176,0,0,105,36,3,9,204,2341,931,82,0,0,35,146,75,758,0,0,652,0,0,982,33,0,990,2069,1678,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3069,1336,2278,1106,208,0,0,206,451,723,0,0,14,1,0,2,60,299,161,0,0,0,17,3,5,116,0,0,12,0,0,147,0,0,185,398,367,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,6386,2238,5118,1926,466,0,0,371,724,1412,0,0,26,24,2,12,203,871,542,0,0,0,50,53,68,141,4,0,137,12,0,426,0,0,133,670,659,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
