codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034
280120,Canindé de São Francisco,30402,278,703,1214,8453,2805,275,8233,2217,275,579,0,0,343,817,1280,0,419,78,130,1381,408,0,0,0,64,21,62,578,19,0,85,767,786,166,197,53,0,0,365,0,0,333,772,396,0,304,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0
280130,Capela,34514,564,1121,2006,14258,4893,315,12958,3446,357,832,0,0,564,1115,1827,0,596,54,35,1976,522,0,0,0,112,17,103,629,0,0,229,742,925,1126,177,39,986,352,629,0,0,564,955,743,0,498,39,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232
280140,Carira,22239,450,956,1559,7985,3162,195,8328,2760,194,369,0,0,512,968,1719,0,0,18,79,1609,375,0,0,0,26,0,93,464,0,0,4,568,663,546,50,26,238,1,287,0,0,489,968,1005,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0
280150,Carmópolis,16937,117,294,770,4825,1311,155,4606,749,155,357,0,0,123,329,770,0,0,122,36,698,240,0,0,0,87,2,27,311,0,0,149,387,405,399,47,9,108,0,254,0,0,86,159,205,0,0,31,0,7,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0
280160,Cedro de São João,5913,140,291,399,2445,939,60,2377,839,60,168,0,0,117,309,373,0,0,9,19,423,129,0,0,0,16,0,0,174,0,0,0,194,207,153,8,1,77,0,131,0,0,141,306,249,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0
280170,Cristinápolis,18029,202,496,876,5671,2207,165,5140,1863,164,370,0,0,294,502,817,0,0,12,70,891,273,0,0,0,24,28,6,293,0,0,0,370,441,411,33,3,300,2,306,0,0,271,504,765,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,14,21,0,0,98,3
280190,Cumbe,3998,94,198,262,1815,844,45,1772,682,45,83,0,0,98,199,250,0,192,8,35,136,70,0,0,0,7,10,14,123,0,0,2,158,163,160,16,2,46,0,77,0,0,96,198,146,0,156,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0
280200,Divina Pastora,5215,69,155,317,1728,600,50,1758,495,50,174,0,0,78,150,241,0,0,13,35,180,160,0,0,0,36,6,9,93,0,0,9,143,170,189,24,4,44,0,117,0,0,70,149,148,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0
280210,Estância,69556,1093,2308,4544,26151,9708,2500,23650,7426,2510,2184,33,0,1289,2076,4145,1,261,300,106,4147,953,118,228,0,0,466,170,642,118,3,45,1404,1514,2300,271,110,766,0,1712,33,0,1277,1969,2130,0,206,59,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0
280220,Feira Nova,5601,100,217,383,2038,723,55,1848,583,52,87,0,0,108,211,349,0,0,8,40,223,117,0,0,0,15,0,52,132,0,0,8,166,180,124,25,3,0,0,78,0,0,107,208,182,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,3,39,0,0,0,0
280230,Frei Paulo,15556,294,608,994,6592,2105,150,6567,1900,150,252,0,0,307,596,1017,0,183,14,160,636,263,0,0,0,61,11,100,475,0,0,290,412,542,447,63,23,468,247,210,0,0,293,581,639,0,165,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0
280240,Gararu,11601,203,448,701,4158,1528,120,4130,1219,115,172,0,0,257,520,737,0,0,15,9,262,230,0,0,0,14,15,6,430,0,0,51,471,472,350,22,6,91,0,133,0,0,248,508,311,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0
280250,General Maynard,3384,47,109,207,1214,462,35,1227,376,35,132,0,0,53,106,211,0,0,26,59,159,77,0,0,0,35,0,7,86,0,0,0,114,105,39,11,7,0,0,98,0,0,50,106,117,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2318,943,65,2387,821,71,147,0,0,172,286,480,0,0,14,78,460,103,0,0,0,25,3,11,149,0,0,3,189,178,32,46,11,0,0,105,0,0,172,286,246,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,3158,1282,80,2995,992,70,158,0,0,190,281,529,0,322,13,71,337,186,0,0,0,13,5,5,202,0,0,0,210,237,202,25,9,0,0,110,0,0,177,268,186,0,242,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
280280,Indiaroba,18149,221,453,850,5360,1792,145,5259,1423,147,281,0,0,291,453,796,0,136,56,45,457,379,4,0,0,28,5,1,448,0,0,5,508,517,568,37,13,218,13,228,0,0,235,425,350,0,136,30,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3
280290,Itabaiana,96142,1449,3289,6024,37239,12091,2400,35205,9903,2419,3239,246,0,1955,3433,6290,20,0,242,336,4598,1171,0,0,0,257,76,1964,2648,766,0,1129,2667,1856,1868,377,67,0,0,1989,229,0,1713,3368,2407,9,0,121,1,46,8,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,0,0,17,9,0,0,3,13,7,0,0,5,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,600,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,15008,4471,370,14795,3779,370,834,0,0,697,1429,2271,2,0,68,290,2549,624,0,0,0,18,71,156,663,6,0,1130,820,840,1048,162,38,761,318,557,0,0,630,1351,1206,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,30,0,0,1,8,2,0,0,0,0,1,2,19,0,0,12,17,36,57,0,0,128,48
280310,Itabi,4886,115,264,446,2189,813,55,2046,674,56,132,0,0,105,286,409,0,0,8,65,297,119,0,0,0,0,2,9,158,0,0,2,165,186,78,20,5,0,0,92,0,0,106,280,186,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,28,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,11685,4176,330,11195,3260,330,722,0,0,477,1391,1796,0,0,60,198,2129,553,0,0,0,30,51,56,610,0,0,596,828,963,292,110,30,120,183,584,0,0,499,1176,965,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,0,25,25
280330,Japaratuba,18907,302,670,1215,6970,2790,175,6747,2089,175,350,0,0,298,706,1097,0,335,33,117,678,369,0,0,0,74,1,21,524,2,0,71,496,575,665,72,18,245,0,266,0,0,294,654,441,0,303,0,0,8,0,0,0,0,35,0,0,5,0,0,0,21,45,10,7,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,15,22,63,0,0,60,0
280340,Japoatã,13429,208,477,734,5139,2245,135,5144,1645,145,252,0,0,258,502,803,0,533,27,118,558,240,0,0,0,33,1,4,374,0,0,130,393,443,405,59,4,6,1,215,0,0,171,468,368,0,419,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,6,27,92,0,0,5,0
280350,Lagarto,105221,1941,4108,7217,47612,17390,2500,44623,14083,2511,4348,50,0,2046,4191,7011,9,664,191,747,4531,1862,0,0,0,106,198,919,2883,226,0,429,3481,3835,2749,362,71,3714,0,3178,48,0,1858,3855,3746,0,641,79,21,180,1,0,0,0,0,2,0,47,0,0,1,102,295,5,17,3,4,0,395,0,0,1,6,14,0,0,0,3,29,12,0,0,0,0,2,9,81,0,0,6,112,243,1171,0,0,427,0
280360,Laranjeiras,30080,269,727,1448,14844,5995,490,14696,3878,490,620,0,0,295,717,1292,0,2050,105,79,3235,546,0,0,0,39,40,62,501,0,1,904,659,774,921,86,28,970,772,434,0,0,263,715,916,0,1093,3,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,101,0,0,369,0
280370,Macambira,6961,178,337,535,2816,1055,70,2896,964,70,133,0,0,186,320,515,0,0,11,25,533,118,0,0,0,13,29,32,285,0,0,106,217,210,126,29,8,0,0,100,0,0,254,328,214,0,0,10,3,17,0,0,0,0,0,0,1,14,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,56,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1333,597,40,1306,376,0,107,0,0,76,125,215,0,0,18,16,247,92,0,0,0,2,0,7,132,0,0,8,131,102,1,27,0,0,0,97,0,0,62,124,84,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4605,1546,120,4433,1172,119,187,0,0,222,497,845,0,0,13,75,471,271,0,0,0,32,69,188,339,0,0,0,420,448,287,53,16,0,0,138,0,0,220,453,330,0,0,10,0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,96,0,0,0,0
280400,Maruim,17271,179,453,898,5257,1811,165,5172,1365,165,304,0,0,242,534,1021,1,0,54,152,707,278,0,0,0,46,32,17,439,0,0,261,455,419,113,72,25,0,0,258,0,0,222,492,290,0,0,29,2,5,0,0,0,0,1,0,2,12,0,0,0,45,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,7,10,0,1,1,12,83,45,0,0,0,0
280410,Moita Bonita,11348,318,611,904,4923,2155,125,5082,1978,138,191,0,0,323,608,890,0,0,11,154,868,178,0,0,0,31,13,233,236,0,0,3,308,380,419,59,20,155,2,163,0,0,322,583,775,0,0,8,1,13,37,0,0,0,22,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,16,42,0,0,68,0
280420,Monte Alegre de Sergipe,15175,183,452,806,4659,1778,135,4734,1532,128,218,0,0,210,447,794,0,0,13,58,340,285,0,0,0,44,10,30,414,0,0,0,497,540,586,116,19,113,0,183,0,0,208,435,701,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,2,3,0,0,46,18,20,25,0,0,3,0
280430,Muribeca,7639,120,263,500,2802,1161,75,2900,865,75,163,0,0,131,286,518,0,0,13,3,555,149,0,0,0,15,10,22,147,0,0,77,207,267,216,41,4,70,6,100,0,0,130,282,331,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,15,45,0,0,3,4
280440,Neópolis,18703,361,698,1274,7510,2706,175,6792,1963,0,448,0,0,410,692,1197,0,0,37,27,813,328,0,0,0,17,1,13,460,0,3,569,493,518,395,49,13,265,44,397,0,0,310,598,618,0,0,27,0,6,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3864,1514,95,3921,1349,111,150,0,0,222,446,652,0,126,8,95,305,174,0,0,0,19,16,73,256,0,0,188,361,350,368,35,6,40,31,138,0,0,217,441,397,0,126,7,0,8,0,0,0,0,0,0,0,2,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,61,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,14129,4461,1000,12949,3980,920,1022,22,0,692,1380,1978,0,0,70,351,1444,633,18,229,0,71,6,181,936,134,0,701,1516,664,623,229,49,0,0,797,21,0,661,1393,1051,0,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,2,18,8,0,0,0,0,0,0,43,0,0,0,119,557,161,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,10004,3549,245,10005,2730,263,726,0,0,547,1068,1763,12,0,66,84,1669,501,0,0,0,172,15,160,630,0,0,366,703,715,567,100,30,111,0,525,0,0,503,956,699,0,0,30,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,11,0,0,5,12,54,167,0,0,5,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2498,1011,60,2526,767,20,161,0,0,118,304,477,0,0,16,64,311,165,0,0,0,23,2,12,215,0,0,9,264,202,148,28,5,2,0,116,0,0,116,282,243,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,1,3,6,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,60182,17505,4100,56409,14910,4175,2793,36,0,1481,3882,8749,0,2,397,480,9596,2434,64,462,0,549,73,391,4432,0,0,1630,5433,5816,4529,348,93,2739,0,2075,36,0,1353,3587,6872,0,1,113,3,77,1,0,220,0,474,0,3,21,0,0,0,13,19,11,17,8,6,0,128,0,0,0,1,46,2,0,0,14,78,2,0,0,0,0,0,0,180,0,0,121,312,608,1786,0,0,896,1
