codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280290,Itabaiana,96142,1449,3289,6024,5307,1337,4423,1359,1956,148,0,1552,767,0,1014,148,0,197,0,0
280300,Itabaianinha,42166,630,1353,2494,1799,389,1407,363,528,0,0,618,261,0,278,0,0,85,0,0
280310,Itabi,4886,115,264,446,313,83,268,71,87,0,0,99,82,0,57,0,0,14,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,1444,474,1088,495,442,0,0,420,226,0,429,0,0,66,0,0
280330,Japaratuba,18907,302,670,1215,910,310,739,292,257,0,0,289,193,0,238,0,0,54,0,0
280340,Japoatã,13429,208,477,734,625,195,513,188,184,0,0,227,102,0,147,0,0,41,0,0
280350,Lagarto,105221,1941,4108,7217,7185,1915,6481,1856,3182,48,0,1937,1314,0,1476,44,0,336,0,0
280360,Laranjeiras,30080,269,727,1448,1035,425,867,404,408,0,0,282,177,0,361,0,0,43,0,0
280370,Macambira,6961,178,337,535,415,95,384,97,71,0,0,170,143,0,61,0,0,36,0,0
280380,Malhada dos Bois,3699,55,111,180,237,87,218,81,90,0,0,93,35,0,75,0,0,6,0,0
280390,Malhador,12653,203,468,914,551,141,455,139,121,0,0,211,123,0,103,0,0,36,0,0
280400,Maruim,17271,179,453,898,681,251,584,245,240,0,0,225,119,0,204,0,0,41,0,0
280410,Moita Bonita,11348,318,611,904,725,175,574,178,130,0,0,313,131,0,111,0,0,67,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,565,165,441,159,153,0,0,193,95,0,129,0,0,30,0,0
280430,Muribeca,7639,120,263,500,351,121,279,101,88,0,0,132,59,0,87,0,0,14,0,0
280440,Neópolis,18703,361,698,1274,1006,366,807,298,339,0,0,308,160,0,261,0,0,37,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,470,150,380,147,129,0,0,201,50,0,120,0,0,27,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,1808,358,1694,388,691,20,0,606,377,0,252,19,0,117,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,1379,449,1019,446,377,0,0,432,210,0,357,0,0,89,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,368,138,321,106,110,0,0,132,79,0,91,0,0,15,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,5176,1354,4384,1238,2055,36,0,1360,933,0,1032,36,0,170,0,0
280490,Pacatuba,14540,230,455,822,566,166,489,156,140,0,0,216,133,0,117,0,0,39,0,0
280500,Pedra Mole,3285,65,121,245,189,49,150,49,52,0,0,61,37,0,41,0,0,8,0,0
280510,Pedrinhas,9665,156,335,604,413,113,299,113,94,0,0,134,71,0,81,0,0,32,0,0
280520,Pinhão,6627,134,336,524,371,91,298,95,77,0,0,122,99,0,72,0,0,23,0,0
280530,Pirambu,9359,130,267,522,429,149,349,159,152,0,0,149,48,0,135,0,0,24,0,0
280540,Poço Redondo,35122,399,1056,1672,1306,306,1024,302,373,0,0,431,220,0,245,0,0,57,0,0
280550,Poço Verde,23867,576,1241,1828,1448,338,1039,324,319,0,0,509,211,0,245,0,0,79,0,0
280560,Porto da Folha,28693,477,1002,1660,1574,634,1376,611,348,0,260,480,288,0,278,0,248,85,0,0
280570,Propriá,29692,524,990,1914,1619,399,1316,389,592,21,0,551,152,0,272,21,0,96,0,0
280580,Riachão do Dantas,19809,386,781,1181,1081,391,874,357,300,0,0,432,142,0,293,0,0,64,0,0
280590,Riachuelo,10284,116,275,517,455,225,397,210,197,0,0,132,68,0,191,0,0,19,0,0
280600,Ribeirópolis,18773,438,892,1340,1162,382,1021,375,290,48,0,414,269,0,249,48,0,78,0,0
280610,Rosário do Catete,11008,97,240,544,484,244,398,217,233,0,0,129,36,0,198,0,0,19,0,0
280620,Salgado,20025,352,780,1250,957,317,802,270,231,0,0,383,188,0,220,0,0,50,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,496,166,355,132,145,0,0,159,51,0,111,0,0,21,0,0
280650,Santa Rosa de Lima,3923,88,163,239,272,92,272,93,86,0,0,109,77,0,74,0,0,19,0,0
280640,Santana do São Francisco,7844,111,218,375,291,91,218,90,90,0,0,88,40,0,77,0,0,13,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,553,173,425,171,156,0,0,221,48,0,132,0,0,39,0,0
280670,São Cristóvão,91093,989,2400,5663,3352,762,2702,702,1095,26,0,1009,572,0,530,25,0,147,0,0
280680,São Domingos,11207,218,488,817,546,136,448,129,123,0,0,190,135,0,93,0,0,36,0,0
280690,São Francisco,3781,64,138,246,209,59,144,59,49,0,0,58,37,0,46,0,0,13,0,0
280700,São Miguel do Aleixo,3947,83,169,283,256,86,201,89,79,0,0,92,30,0,69,0,0,20,0,0
280710,Simão Dias,40606,914,1749,2657,2380,500,2181,483,667,12,0,1011,491,0,299,12,0,172,0,0
280720,Siriri,8970,154,316,533,383,133,359,134,123,0,0,154,82,0,104,0,0,30,0,0
280730,Telha,3249,49,100,178,199,79,194,76,78,0,0,60,56,0,66,0,0,10,0,0
280740,Tobias Barreto,52530,1046,2188,3513,2948,618,2405,640,840,33,0,1110,422,0,395,33,0,212,0,0
280750,Tomar do Geru,13535,208,446,760,586,146,417,147,152,0,0,184,81,0,112,0,0,35,0,0
280760,Umbaúba,25550,308,725,1482,1068,458,760,413,363,0,0,340,57,0,350,0,0,63,0,0
