codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10
280260,Gracho Cardoso,5824,150,281,469,913,683,770,390,108,0,0,165,281,208,0,0,5,3,75,0,0,161,154,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1282,592,1062,369,119,0,0,186,266,187,0,295,6,3,105,0,0,75,189,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,1712,1042,1446,422,228,0,0,280,448,344,0,116,21,9,185,0,0,103,134,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,12067,8117,10128,4668,2041,227,0,1908,3308,2514,0,0,81,49,1100,148,0,1626,1794,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,4271,2971,3568,1402,554,0,0,669,1195,1125,0,0,10,15,293,0,0,236,873,0,0,0,0,0
280310,Itabi,4886,115,264,446,813,613,646,403,91,0,0,103,273,175,0,0,0,4,85,0,0,100,218,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,3486,2396,3064,1359,538,0,0,459,1221,815,0,0,21,10,509,0,0,222,628,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,2790,1690,1989,913,265,0,0,298,688,419,0,315,0,4,256,0,0,282,375,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2165,1025,1775,397,207,0,0,256,492,316,0,495,2,7,194,0,0,73,130,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,16790,10890,13858,5419,3372,48,0,2006,4077,3574,0,660,61,60,1616,45,0,775,2983,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,5695,1795,4307,1001,443,0,0,294,703,998,0,1848,3,18,402,0,0,105,494,0,0,0,0,0
280370,Macambira,6961,178,337,535,1025,795,977,503,91,0,0,210,450,215,0,0,9,2,89,0,0,126,288,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,427,307,291,141,98,0,0,70,90,33,0,0,0,0,84,0,0,49,8,0,0,0,0,0
280390,Malhador,12653,203,468,914,1461,1061,1199,675,147,0,0,221,484,328,0,0,9,10,135,0,0,218,322,0,0,0,0,0
280400,Maruim,17271,179,453,898,1661,1211,1469,769,257,0,0,255,548,390,0,0,9,10,247,0,0,149,373,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1795,1405,1652,908,131,0,0,322,594,589,0,0,8,8,129,0,0,316,463,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1448,1084,1223,571,184,0,0,212,378,446,0,0,3,0,151,0,0,201,219,0,0,0,0,0
280430,Muribeca,7639,120,263,500,891,581,834,286,99,0,0,124,278,319,0,0,13,1,97,0,0,53,136,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,2476,1646,1987,908,385,0,0,341,656,590,0,0,10,5,360,0,0,125,423,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1420,1000,1301,728,138,0,0,217,448,400,0,90,4,4,135,0,0,213,380,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,4171,2581,3592,2015,792,20,0,685,1303,757,0,0,30,5,458,19,0,623,915,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,3379,2559,2625,1461,460,0,0,593,806,728,0,0,28,10,440,0,0,592,429,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,888,608,717,349,115,0,0,157,285,158,0,0,0,2,107,0,0,74,168,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,15815,11215,13142,5227,2195,36,0,1459,3719,5631,0,0,50,52,1063,36,0,1268,2860,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1469,949,1233,651,177,0,0,228,452,361,0,0,5,10,148,0,0,68,435,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,429,319,367,244,64,0,0,68,141,86,0,0,7,1,61,0,0,66,117,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1053,683,903,238,124,0,0,201,334,233,0,0,6,5,92,0,0,57,89,0,0,0,0,0
280520,Pinhão,6627,134,336,524,961,731,790,375,83,0,0,126,313,256,0,0,9,3,80,0,0,120,175,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1296,816,1114,476,157,0,0,157,255,292,0,229,21,3,152,0,0,140,184,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3796,2656,3384,1135,399,0,0,492,1091,1121,0,257,13,11,247,0,0,419,469,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3711,2411,3310,1425,372,0,0,541,1070,1179,0,131,12,5,354,0,0,170,901,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3827,2417,3418,1831,401,0,260,497,1027,854,0,364,5,10,354,0,260,478,739,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3749,2019,3213,1490,954,21,0,578,847,761,0,0,41,11,608,21,0,186,675,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2843,1733,2448,1066,301,0,0,466,856,579,0,226,16,4,298,0,0,209,559,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1315,765,1127,439,203,0,0,133,249,364,0,160,13,5,198,0,0,67,174,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2723,2123,2532,1470,368,49,0,441,824,805,0,0,35,10,288,49,0,400,733,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1124,824,901,562,258,0,0,130,283,218,0,0,3,9,254,0,0,119,189,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2427,1867,2139,1344,267,0,0,408,838,611,0,0,7,8,228,0,0,379,737,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4066,856,2592,375,162,0,0,183,383,322,0,1537,0,5,140,0,0,60,175,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,692,452,621,300,102,0,0,136,251,124,0,0,5,3,91,0,0,51,158,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,573,393,519,281,95,0,0,93,175,147,0,0,6,3,94,0,0,27,160,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1363,1023,1403,479,166,0,0,233,412,567,0,0,22,3,157,0,0,216,106,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,8992,5802,6934,1856,1224,27,0,1058,2100,2447,0,30,40,8,612,26,0,329,889,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1456,1106,1292,781,154,0,0,191,475,458,0,0,2,12,120,0,0,191,470,0,0,0,0,0
280690,São Francisco,3781,64,138,246,469,309,387,158,71,0,0,62,111,131,0,0,11,1,61,0,0,18,79,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,569,439,524,299,90,0,0,93,183,148,0,0,8,2,89,0,0,93,117,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5770,3700,4557,1685,741,12,0,1111,1754,655,0,254,15,15,375,12,0,396,902,0,0,0,0,0
280720,Siriri,8970,154,316,533,1263,803,990,570,138,0,0,162,304,299,0,77,9,1,126,0,0,159,285,0,0,0,0,0
280730,Telha,3249,49,100,178,409,279,345,196,82,0,0,59,101,93,0,0,6,4,78,0,0,26,92,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7028,4688,6007,2639,959,33,0,1292,2042,1591,0,0,62,28,563,33,0,417,1626,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1406,926,1194,380,165,0,0,203,426,391,0,0,9,0,127,0,0,112,141,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2648,1748,2163,423,363,0,0,363,682,720,0,0,17,18,360,0,0,63,0,0,0,0,0,0
